HGNC symbol	Ensembl Gene ID
POLR2L	ENSG00000177700
NCR3	ENSG00000223833
PTGER1	ENSG00000160951
NXF1	ENSG00000162231
PBX1	ENSG00000185630
HLA-DRA	ENSG00000206308
LMO1	ENSG00000166407
C7orf10	ENSG00000175600
OR10C1	ENSG00000232397
KCNJ15	ENSG00000157551
TRPM1	ENSG00000134160
RND2	ENSG00000108830
ARMC4	ENSG00000169126
OR11A1	ENSG00000237258
DIAPH3	ENSG00000139734
ANKRD11	ENSG00000167522
TACR2	ENSG00000075073
TRAF3IP1	ENSG00000204104
SLC23A2	ENSG00000089057
B3GALT4	ENSG00000226936
TOP2A	ENSG00000131747
SH3BP5	ENSG00000131370
OR2H1	ENSG00000224395
OPN1SW	ENSG00000128617
GRIN2B	ENSG00000150086
CYFIP1	ENSG00000068793
FAM90A1	ENSG00000171847
PTGES3	ENSG00000110958
TNFRSF21	ENSG00000146072
HLA-DPA1	ENSG00000229685
BOLA2	ENSG00000183336
KLK10	ENSG00000129451
OR7E24	ENSG00000237521
HSPB8	ENSG00000152137
EIF2AK2	ENSG00000055332
TSPAN4	ENSG00000214063
GABRB1	ENSG00000163288
PLAUR	ENSG00000011422
DIO2	ENSG00000211448
HLA-G	ENSG00000237216
KCNJ1	ENSG00000151704
KLHL21	ENSG00000162413
GIPC1	ENSG00000123159
HLA-DRB1	ENSG00000228080
FAM64A	ENSG00000129195
WDR46	ENSG00000204221
ARG1	ENSG00000118520
BRDT	ENSG00000137948
FASTK	ENSG00000164896
GNMT	ENSG00000124713
EP300	ENSG00000100393
PUS1	ENSG00000177192
ODF1	ENSG00000155087
KLK11	ENSG00000167757
HSPG2	ENSG00000142798
MKLN1	ENSG00000128585
LIPE	ENSG00000079435
ASB1	ENSG00000065802
RAD17	ENSG00000262511
GRM2	ENSG00000164082
MYBPC1	ENSG00000196091
PARG	ENSG00000227345
TNNI2	ENSG00000130598
ATP6V0A4	ENSG00000105929
YAF2	ENSG00000015153
PLEKHA5	ENSG00000052126
TACR3	ENSG00000169836
HRASLS	ENSG00000127252
ICT1	ENSG00000167862
ERG	ENSG00000157554
HBA1	ENSG00000206172
RXRG	ENSG00000143171
VNN1	ENSG00000112299
APOM	ENSG00000206409
TUBB	ENSG00000232575
CHST3	ENSG00000122863
RNF17	ENSG00000132972
THAP3	ENSG00000041988
PCNX	ENSG00000100731
RPP21	ENSG00000239927
PRPF19	ENSG00000110107
KCTD2	ENSG00000180901
ECM2	ENSG00000106823
ATXN7	ENSG00000163635
C6orf47	ENSG00000203623
HSPA14	ENSG00000187522
KATNA1	ENSG00000186625
PTPN4	ENSG00000088179
KCNS3	ENSG00000170745
BMP3	ENSG00000152785
SPOCK2	ENSG00000107742
VTN	ENSG00000272099
CHST11	ENSG00000171310
SIN3B	ENSG00000127511
ALDH3A1	ENSG00000108602
HDAC4	ENSG00000068024
ATP5H	ENSG00000167863
RHOG	ENSG00000177105
TSPAN15	ENSG00000099282
ALDH2	ENSG00000111275
UBE4A	ENSG00000110344
GPR18	ENSG00000125245
MFAP1	ENSG00000140259
DUSP5	ENSG00000138166
MGST3	ENSG00000143198
CYP26A1	ENSG00000095596
PRKG2	ENSG00000138669
FGF8	ENSG00000107831
GIPR	ENSG00000010310
APOC4	ENSG00000267467
PCM1	ENSG00000078674
TM9SF2	ENSG00000125304
KLC2	ENSG00000174996
SERPINB7	ENSG00000166396
PHLDA2	ENSG00000181649
MAP3K7	ENSG00000135341
SLC16A5	ENSG00000170190
GFOD1	ENSG00000145990
APOC2	ENSG00000234906
HLA-DQA1	ENSG00000232062
SLC17A6	ENSG00000091664
OCLN	ENSG00000262667
GALNT8	ENSG00000130035
ANXA2P1	ENSG00000213406
ADAMDEC1	ENSG00000134028
PC	ENSG00000173599
GJA1	ENSG00000152661
PTPN3	ENSG00000070159
DNAJC11	ENSG00000007923
RDH14	ENSG00000240857
SLC39A7	ENSG00000112473
ADAM17	ENSG00000151694
ALDH9A1	ENSG00000143149
ARMC8	ENSG00000114098
RNF5	ENSG00000228907
MLF2	ENSG00000089693
ZFP36L2	ENSG00000152518
SEMA4D	ENSG00000187764
CDH2	ENSG00000170558
KLF10	ENSG00000155090
PPP6C	ENSG00000119414
HSF2	ENSG00000025156
SPG20	ENSG00000133104
CLPTM1	ENSG00000104853
HRH1	ENSG00000196639
FLCN	ENSG00000154803
NFE2L3	ENSG00000050344
GTF2H2	ENSG00000262169
PAX6	ENSG00000007372
GPR56	ENSG00000205336
LARP6	ENSG00000166173
DGKZ	ENSG00000149091
RABGGTA	ENSG00000100949
KIAA1107	ENSG00000069712
TMED1	ENSG00000099203
GPM6B	ENSG00000046653
MAFK	ENSG00000198517
EPB41L5	ENSG00000115109
CDC42	ENSG00000070831
TBX21	ENSG00000073861
FRMD4B	ENSG00000114541
CSNK2B	ENSG00000206406
SPCS2	ENSG00000118363
COMMD8	ENSG00000169019
PCSK1	ENSG00000175426
SIRT5	ENSG00000124523
TMCO1	ENSG00000143183
PPP3CA	ENSG00000138814
RPP40	ENSG00000124787
IFNAR1	ENSG00000142166
ANKRD27	ENSG00000105186
KIAA0100	ENSG00000007202
REM1	ENSG00000088320
CPOX	ENSG00000080819
HLA-DRB1	ENSG00000196126
FUT7	ENSG00000180549
GRIP1	ENSG00000155974
METTL1	ENSG00000037897
NAP1L4	ENSG00000205531
FLOT2	ENSG00000132589
ABCC5	ENSG00000114770
CCNA1	ENSG00000133101
HUS1	ENSG00000136273
GUCY1B3	ENSG00000061918
RPS6KA4	ENSG00000162302
WNT4	ENSG00000162552
GABBR1	ENSG00000237051
EPHB6	ENSG00000106123
C6orf15	ENSG00000224105
SOX12	ENSG00000177732
AZI2	ENSG00000163512
AGPAT4	ENSG00000026652
SERPINB2	ENSG00000197632
HAPLN1	ENSG00000145681
PSORS1C1	ENSG00000233734
TLN1	ENSG00000137076
ATF7IP	ENSG00000171681
HBQ1	ENSG00000086506
ABCA6	ENSG00000154262
BCCIP	ENSG00000107949
GLMN	ENSG00000174842
UCK2	ENSG00000143179
KCNJ5	ENSG00000120457
CREBBP	ENSG00000005339
VAV2	ENSG00000160293
ZBTB40	ENSG00000184677
MAP4K4	ENSG00000071054
HCRTR2	ENSG00000137252
TNFSF13	ENSG00000161955
MAP3K15	ENSG00000180815
LRRC49	ENSG00000137821
VNN3	ENSG00000093134
PROS1	ENSG00000184500
HLA-DQB1	ENSG00000231939
ZSCAN2	ENSG00000176371
NDUFA10	ENSG00000130414
AIF1	ENSG00000235588
SLC25A13	ENSG00000004864
CAMTA1	ENSG00000171735
ARMC7	ENSG00000125449
DLG1	ENSG00000075711
PPP1R3D	ENSG00000132825
PELI2	ENSG00000139946
NT5C	ENSG00000125458
TAPBP	ENSG00000206208
KLK12	ENSG00000186474
NPDC1	ENSG00000107281
POGK	ENSG00000143157
MYH9	ENSG00000100345
MDFIC	ENSG00000135272
HPS4	ENSG00000100099
RALB	ENSG00000144118
ABCA7	ENSG00000064687
OSBPL7	ENSG00000006025
PTH	ENSG00000152266
PGR	ENSG00000082175
PTPRM	ENSG00000173482
KIR2DL3	ENSG00000243772
GNAI1	ENSG00000127955
PPP1R10	ENSG00000227804
BST1	ENSG00000109743
MEIS2	ENSG00000134138
XYLB	ENSG00000093217
C1QA	ENSG00000173372
LRRK1	ENSG00000154237
CEACAM1	ENSG00000079385
VAMP3	ENSG00000049245
PAFAH1B2	ENSG00000168092
CDC37	ENSG00000105401
DNMBP	ENSG00000107554
C11orf24	ENSG00000171067
SLC6A15	ENSG00000072041
WDR76	ENSG00000092470
AGER	ENSG00000229058
HN1	ENSG00000189159
LUC7L	ENSG00000007392
CLEC4E	ENSG00000166523
COMMD10	ENSG00000145781
HMOX2	ENSG00000103415
POLA2	ENSG00000014138
GCNT2	ENSG00000111846
HECA	ENSG00000112406
BRCA1	ENSG00000012048
CD2AP	ENSG00000198087
INHBB	ENSG00000163083
C1QB	ENSG00000173369
HLA-DPB1	ENSG00000237710
GPR15	ENSG00000154165
GIT2	ENSG00000139436
RPSA	ENSG00000168028
PER3	ENSG00000049246
SSSCA1	ENSG00000173465
DNAJB1	ENSG00000132002
PDHA2	ENSG00000163114
LILRA6	ENSG00000244482
BAX	ENSG00000087088
ZNF302	ENSG00000089335
AHI1	ENSG00000135541
ANXA2P2	ENSG00000231991
SCAMP1	ENSG00000085365
STIM1	ENSG00000167323
PTPRT	ENSG00000196090
EPHB2	ENSG00000133216
GLI2	ENSG00000074047
HBEGF	ENSG00000113070
LPO	ENSG00000167419
SLC4A8	ENSG00000050438
ATP5L	ENSG00000167283
EDIL3	ENSG00000164176
AMBN	ENSG00000178522
PNLIPRP2	ENSG00000165862
PRKAB1	ENSG00000111725
GPC1	ENSG00000063660
PAM	ENSG00000145730
RPP21	ENSG00000242726
HLA-DRB1	ENSG00000206306
CRHR1	ENSG00000120088
PCDH11X	ENSG00000102290
ST8SIA5	ENSG00000101638
SOCS7	ENSG00000174111
HLA-DQA1	ENSG00000206305
ST3GAL6	ENSG00000064225
GFI1	ENSG00000162676
TAP2	ENSG00000228582
AHR	ENSG00000106546
MC1R	ENSG00000258839
IL1R2	ENSG00000115590
ZNF282	ENSG00000170265
UTS2	ENSG00000049247
AICDA	ENSG00000111732
SEPHS2	ENSG00000179918
PTENP1	ENSG00000237984
ETS2	ENSG00000157557
NME3	ENSG00000103024
SPG7	ENSG00000197912
CXCR6	ENSG00000172215
SNRPD2	ENSG00000125743
CDSN	ENSG00000237165
IFNGR2	ENSG00000159128
LRP5	ENSG00000162337
PCNA	ENSG00000132646
SERHL	ENSG00000172250
TNFRSF9	ENSG00000049249
NEU3	ENSG00000162139
PEX6	ENSG00000124587
PSORS1C2	ENSG00000227246
HSD17B8	ENSG00000204228
GPA33	ENSG00000143167
EVI5	ENSG00000067208
TFCP2L1	ENSG00000115112
TNXB	ENSG00000168477
NDUFB5	ENSG00000136521
RHO	ENSG00000163914
RFXAP	ENSG00000133111
PPL	ENSG00000118898
SLC38A1	ENSG00000111371
PARK7	ENSG00000116288
HHLA1	ENSG00000132297
OR2W1	ENSG00000234101
IPO8	ENSG00000133704
SMAD9	ENSG00000120693
MAOB	ENSG00000069535
OR2J3	ENSG00000232178
TFDP2	ENSG00000114126
OR2J2	ENSG00000231676
MYBBP1A	ENSG00000132382
OR5V1	ENSG00000233046
LATS1	ENSG00000131023
IL1R1	ENSG00000115594
OR12D3	ENSG00000251394
FRG1	ENSG00000109536
SERPINB10	ENSG00000242550
ASCC1	ENSG00000138303
CCHCR1	ENSG00000224180
TUBB3	ENSG00000198211
KLK13	ENSG00000167759
HLA-DQB1	ENSG00000206302
MYOT	ENSG00000120729
IFI27	ENSG00000165949
MUS81	ENSG00000172732
ANKMY1	ENSG00000144504
RANGAP1	ENSG00000100401
RPL5	ENSG00000122406
HLA-A	ENSG00000227715
CITED2	ENSG00000164442
PPP1R13L	ENSG00000104881
MDH2	ENSG00000146701
TFEC	ENSG00000105967
ITPKC	ENSG00000086544
PIAS2	ENSG00000078043
PCBP3	ENSG00000183570
NFATC1	ENSG00000131196
RHOA	ENSG00000067560
CDH4	ENSG00000179242
RAP1GDS1	ENSG00000138698
ITGAL	ENSG00000005844
MCCC2	ENSG00000262057
IL12RB1	ENSG00000096996
RING1	ENSG00000204227
NR1I2	ENSG00000144852
SLC16A10	ENSG00000112394
SUMO2	ENSG00000188612
LUZP1	ENSG00000169641
MTA1	ENSG00000182979
MAPKAPK5	ENSG00000089022
POU2F1	ENSG00000143190
PPP3CB	ENSG00000107758
DAXX	ENSG00000231617
IL1RL2	ENSG00000115598
DOM3Z	ENSG00000224313
HTR1D	ENSG00000179546
XCR1	ENSG00000173578
FAM69A	ENSG00000154511
AZIN1	ENSG00000155096
PARK2	ENSG00000185345
SERPINB8	ENSG00000166401
FHOD1	ENSG00000135723
PPP1R10	ENSG00000204569
CES1	ENSG00000198848
PBX2	ENSG00000225987
GAMT	ENSG00000130005
QPCTL	ENSG00000011478
RERE	ENSG00000142599
ABHD11	ENSG00000106077
FKBP4	ENSG00000004478
ANKRD40	ENSG00000154945
CAV3	ENSG00000182533
ALG5	ENSG00000120697
FAM89B	ENSG00000176973
PSMD6	ENSG00000163636
IL1RL1	ENSG00000115602
CALM3	ENSG00000160014
ATP10D	ENSG00000145246
MTMR9	ENSG00000104643
HPR	ENSG00000261701
CIT	ENSG00000122966
GMIP	ENSG00000089639
PCCA	ENSG00000175198
CD38	ENSG00000004468
COX7C	ENSG00000127184
PLEKHA2	ENSG00000169499
TRIB3	ENSG00000101255
KLF13	ENSG00000169926
MTF2	ENSG00000143033
ENTPD2	ENSG00000054179
C22orf24	ENSG00000128254
MOBP	ENSG00000168314
PTDSS2	ENSG00000174915
CLASP1	ENSG00000074054
FBXO46	ENSG00000177051
RNPEPL1	ENSG00000142327
IGFBP4	ENSG00000141753
OR7E156P	ENSG00000215430
NPM3	ENSG00000107833
KCNQ3	ENSG00000184156
SIDT2	ENSG00000149577
FZD1	ENSG00000157240
ITGAE	ENSG00000083457
LST1	ENSG00000226182
YWHAH	ENSG00000128245
EXOSC8	ENSG00000120699
OR12D2	ENSG00000235966
NACA	ENSG00000196531
HSPA12A	ENSG00000165868
OR10C1	ENSG00000224234
NUP43	ENSG00000120253
SART3	ENSG00000075856
DAZAP1	ENSG00000071626
ASAH1	ENSG00000104763
IL18R1	ENSG00000115604
NAP1L3	ENSG00000186310
HLA-E	ENSG00000230254
DHX38	ENSG00000140829
OXTR	ENSG00000180914
E2F1	ENSG00000101412
HLA-DQB2	ENSG00000226165
CDK6	ENSG00000105810
TTC17	ENSG00000052841
COPS3	ENSG00000141030
NMBR	ENSG00000135577
FANCF	ENSG00000183161
CCR3	ENSG00000183625
IPPK	ENSG00000127080
SEMA6A	ENSG00000092421
CUZD1	ENSG00000138161
PXMP4	ENSG00000101417
SLC5A1	ENSG00000100170
RABEPK	ENSG00000136933
CHORDC1	ENSG00000110172
IL18RAP	ENSG00000115607
TRIM66	ENSG00000166436
LRFN4	ENSG00000173621
MTERF	ENSG00000127989
CPN1	ENSG00000120054
GLRA2	ENSG00000101958
OR11A1	ENSG00000230780
OBP2B	ENSG00000171102
ABCG5	ENSG00000138075
RAB1B	ENSG00000174903
TXN2	ENSG00000100348
OR2H1	ENSG00000235132
FABP6	ENSG00000170231
CDS2	ENSG00000101290
HLA-DOB	ENSG00000239457
ZNF212	ENSG00000170260
ENO1	ENSG00000074800
DLAT	ENSG00000150768
RAPGEF5	ENSG00000136237
DHRS1	ENSG00000157379
TBC1D13	ENSG00000107021
MRPS30	ENSG00000112996
SAMD9	ENSG00000205413
TSFM	ENSG00000123297
SERINC1	ENSG00000111897
PLXND1	ENSG00000004399
TNIP3	ENSG00000050730
SLC9A2	ENSG00000115616
SNX13	ENSG00000071189
DIAPH2	ENSG00000147202
TMED5	ENSG00000117500
SIX5	ENSG00000177045
DSC3	ENSG00000134762
CAPN10	ENSG00000142330
FLNC	ENSG00000128591
EHBP1L1	ENSG00000173442
VCL	ENSG00000035403
C6orf47	ENSG00000235360
STK19	ENSG00000226033
CREG1	ENSG00000143162
TAF4	ENSG00000130699
VARS	ENSG00000226589
COTL1	ENSG00000103187
RRAS2	ENSG00000133818
ADAM7	ENSG00000069206
FBLN2	ENSG00000163520
ATG7	ENSG00000197548
CDH7	ENSG00000081138
ZBTB33	ENSG00000177485
CSPG5	ENSG00000114646
TRPV6	ENSG00000165125
DMPK	ENSG00000104936
ALDOAP2	ENSG00000214297
DSC2	ENSG00000134755
SPPL2B	ENSG00000005206
MCTP2	ENSG00000140563
BRWD1	ENSG00000185658
GPX3	ENSG00000211445
NOL7	ENSG00000225921
LCMT1	ENSG00000205629
CD36	ENSG00000135218
KIR2DL1	ENSG00000125498
EP400	ENSG00000183495
MPZL1	ENSG00000197965
LY6G5C	ENSG00000206404
COL11A2	ENSG00000230930
RANBP10	ENSG00000141084
USP13	ENSG00000058056
GABBR1	ENSG00000232632
MPO	ENSG00000005381
NOMO2	ENSG00000185164
ZIC3	ENSG00000156925
NPFF	ENSG00000139574
PTGIR	ENSG00000160013
KIAA1598	ENSG00000187164
FGFBP1	ENSG00000137440
POU3F3	ENSG00000198914
SGK2	ENSG00000101049
NIPA2	ENSG00000140157
SLC22A11	ENSG00000168065
COL6A1	ENSG00000142156
CCR1	ENSG00000163823
SYT12	ENSG00000173227
GPR35	ENSG00000178623
GRIA4	ENSG00000152578
GGA3	ENSG00000125447
MAD1L1	ENSG00000002822
EFHC1	ENSG00000096093
APAF1	ENSG00000120868
SLCO2B1	ENSG00000137491
CCR2	ENSG00000121807
TAP2	ENSG00000232326
SIPA1L1	ENSG00000197555
CA6	ENSG00000131686
SUV39H2	ENSG00000152455
CD47	ENSG00000196776
HLA-E	ENSG00000206493
CD3EAP	ENSG00000117877
TRPC6	ENSG00000137672
TSN	ENSG00000211460
ATF7	ENSG00000170653
DR1	ENSG00000117505
GNG10	ENSG00000242616
KCNA6	ENSG00000151079
E2F2	ENSG00000007968
WDR73	ENSG00000177082
CIDEB	ENSG00000136305
KIAA0408	ENSG00000189367
PAK1IP1	ENSG00000111845
SRD5A1	ENSG00000145545
ID3	ENSG00000117318
PRKCSH	ENSG00000130175
CYHR1	ENSG00000187954
INPP5A	ENSG00000068383
NDRG4	ENSG00000103034
SLC7A11	ENSG00000151012
CADPS2	ENSG00000081803
RPL11	ENSG00000142676
ZNF304	ENSG00000131845
FGF13	ENSG00000129682
FNBP1L	ENSG00000137942
MRPS34	ENSG00000074071
ADAM9	ENSG00000168615
CA4	ENSG00000167434
SLC2A5	ENSG00000142583
RASA1	ENSG00000145715
IL11	ENSG00000095752
ADCY9	ENSG00000162104
PPP1R14D	ENSG00000166143
MRPS18B	ENSG00000233813
SHFM1	ENSG00000127922
TCEB3	ENSG00000011007
RNASE3	ENSG00000169397
TDRD3	ENSG00000083544
GYPC	ENSG00000136732
ZC3H7B	ENSG00000100403
P2RY1	ENSG00000169860
KIF1A	ENSG00000130294
MARS	ENSG00000166986
MIP	ENSG00000135517
IGJ	ENSG00000132465
AKAP9	ENSG00000127914
RAP2B	ENSG00000181467
B3GAT1	ENSG00000109956
GOT2	ENSG00000125166
LSP1	ENSG00000130592
ZNF652	ENSG00000198740
AVPR2	ENSG00000126895
VNN2	ENSG00000112303
RHOD	ENSG00000173156
USP10	ENSG00000103194
MFAP5	ENSG00000197614
TUBG1	ENSG00000131462
TDO2	ENSG00000151790
SLC9A3R2	ENSG00000065054
PODXL	ENSG00000128567
IL17B	ENSG00000127743
PROM1	ENSG00000007062
TRPV5	ENSG00000127412
PPP2R5D	ENSG00000112640
TSHR	ENSG00000165409
BCAR3	ENSG00000137936
MITF	ENSG00000187098
OPA1	ENSG00000198836
SCARF1	ENSG00000074660
EPB41L4A	ENSG00000129595
LRRC6	ENSG00000129295
AVIL	ENSG00000135407
TEF	ENSG00000167074
HSPA5	ENSG00000044574
GPR157	ENSG00000180758
CHRNA7	ENSG00000175344
LYPLA2	ENSG00000011009
HLA-DQB2	ENSG00000196610
ASXL2	ENSG00000143970
RPL28	ENSG00000108107
CORIN	ENSG00000145244
TOB2	ENSG00000183864
H6PD	ENSG00000049239
RELN	ENSG00000189056
SENP2	ENSG00000163904
TMEM50B	ENSG00000142188
PAPOLB	ENSG00000218823
MAGED4	ENSG00000154545
CCR5	ENSG00000160791
RRM1	ENSG00000167325
SPSB1	ENSG00000171621
DSC1	ENSG00000134765
RALY	ENSG00000125970
PPP1R10	ENSG00000230995
PALM2-AKAP2	ENSG00000157654
KLHL11	ENSG00000178502
UAP1L1	ENSG00000197355
DLX6	ENSG00000006377
RAC1	ENSG00000136238
TFIP11	ENSG00000100109
BMP5	ENSG00000112175
CSNK1A1	ENSG00000113712
SAMSN1	ENSG00000155307
ADAMTS9	ENSG00000163638
GCLM	ENSG00000023909
LRPPRC	ENSG00000138095
BICD2	ENSG00000185963
PHB	ENSG00000167085
TAP2	ENSG00000206299
MOSPD2	ENSG00000130150
KCNA1	ENSG00000111262
C6	ENSG00000039537
GNL1	ENSG00000226882
USP32	ENSG00000170832
IL3	ENSG00000164399
ERCC1	ENSG00000012061
TNIP1	ENSG00000145901
AGXT	ENSG00000172482
ATP1B4	ENSG00000101892
MSMB	ENSG00000138294
MAPT	ENSG00000186868
CROT	ENSG00000005469
RNASE2	ENSG00000169385
GMEB2	ENSG00000101216
GALE	ENSG00000117308
STK19	ENSG00000234947
CEBPZ	ENSG00000115816
ABCA4	ENSG00000198691
CSNK2A1	ENSG00000101266
KIAA1033	ENSG00000136051
RANBP9	ENSG00000010017
GNL1	ENSG00000206492
ACO2	ENSG00000100412
TCEB3B	ENSG00000206181
GADD45G	ENSG00000130222
ALDH8A1	ENSG00000118514
GPR126	ENSG00000112414
LTB4R2	ENSG00000213906
REV3L	ENSG00000009413
ATP13A1	ENSG00000105726
TES	ENSG00000135269
CTDP1	ENSG00000060069
CPNE3	ENSG00000085719
BLK	ENSG00000136573
C4A	ENSG00000227746
SMARCC1	ENSG00000173473
YIF1A	ENSG00000174851
RBMS3	ENSG00000144642
ACLY	ENSG00000131473
LTB4R	ENSG00000213903
USH1C	ENSG00000006611
FTL	ENSG00000087086
CENPJ	ENSG00000151849
PTMS	ENSG00000159335
PKD2L2	ENSG00000078795
PIK3CD	ENSG00000171608
DDIT4	ENSG00000168209
KCNK7	ENSG00000173338
KCNA5	ENSG00000130037
IL2	ENSG00000109471
TMSB4Y	ENSG00000154620
DCLRE1C	ENSG00000152457
SPINT1	ENSG00000166145
VCY	ENSG00000129864
EPHA7	ENSG00000135333
GLS2	ENSG00000135423
BANK1	ENSG00000153064
KLK14	ENSG00000129437
HLA-DQA1	ENSG00000196735
STMN3	ENSG00000197457
RPS15	ENSG00000115268
WAC	ENSG00000095787
SDF2	ENSG00000132581
ULK2	ENSG00000083290
KCNG2	ENSG00000178342
WNT5B	ENSG00000111186
BZRAP1	ENSG00000005379
ABCG4	ENSG00000172350
GSK3B	ENSG00000082701
MRPS18B	ENSG00000204568
HMGCL	ENSG00000117305
PPM1B	ENSG00000138032
GPR161	ENSG00000143147
TNS4	ENSG00000131746
SCAMP4	ENSG00000227500
TPST2	ENSG00000128294
PQLC1	ENSG00000122490
BIN1	ENSG00000136717
NTF3	ENSG00000185652
SIGLEC9	ENSG00000129450
KEL	ENSG00000197993
GAS2	ENSG00000148935
DCBLD2	ENSG00000057019
ARHGAP29	ENSG00000137962
DHPS	ENSG00000095059
PEX5L	ENSG00000114757
FUCA1	ENSG00000179163
TIPRL	ENSG00000143155
CTSO	ENSG00000256043
MYBL2	ENSG00000101057
LRP1	ENSG00000123384
PACRG	ENSG00000112530
PRKD2	ENSG00000105287
NLGN4Y	ENSG00000165246
FABP7	ENSG00000164434
PSMB8	ENSG00000235715
AZGP1	ENSG00000160862
AKAP2	ENSG00000241978
RPL27A	ENSG00000166441
NAT1	ENSG00000171428
CNR2	ENSG00000188822
PCDH9	ENSG00000184226
EIF2S2	ENSG00000125977
IL21	ENSG00000138684
SFT2D2	ENSG00000213064
PNRC2	ENSG00000189266
CAST	ENSG00000153113
F2RL3	ENSG00000127533
PARP3	ENSG00000041880
SNED1	ENSG00000162804
YWHAQ	ENSG00000134308
TUBG2	ENSG00000037042
PSMA7	ENSG00000101182
ZNF177	ENSG00000188629
DSG1	ENSG00000134760
ALDOA	ENSG00000149925
SLC3A1	ENSG00000138079
STK38L	ENSG00000211455
GPSM3	ENSG00000237052
ASIP	ENSG00000101440
KIF3C	ENSG00000084731
TBX19	ENSG00000143178
RPA4	ENSG00000204086
CACNG2	ENSG00000166862
ZMYND11	ENSG00000015171
DNAJB12	ENSG00000148719
NCOA4	ENSG00000138293
HIGD2A	ENSG00000146066
BRD3	ENSG00000169925
KLHL1	ENSG00000150361
RPL13	ENSG00000167526
NOTCH4	ENSG00000238196
XCL2	ENSG00000143185
CSF2	ENSG00000164400
MAP3K11	ENSG00000173327
MYL6	ENSG00000092841
KIR2DS4	ENSG00000221957
AHCY	ENSG00000101444
CLTB	ENSG00000175416
XCL1	ENSG00000143184
CARM1	ENSG00000142453
ERP29	ENSG00000089248
CBX3	ENSG00000122565
F9	ENSG00000101981
CCR7	ENSG00000126353
DPT	ENSG00000143196
CAND1	ENSG00000111530
PPP1R11	ENSG00000237403
NDUFV2	ENSG00000178127
GART	ENSG00000159131
MRPS7	ENSG00000125445
SERPIND1	ENSG00000099937
RELB	ENSG00000104856
CHGB	ENSG00000089199
CLSTN1	ENSG00000171603
GAPVD1	ENSG00000165219
KIR3DL2	ENSG00000240403
NGFR	ENSG00000064300
PSMB8	ENSG00000231631
ABCD3	ENSG00000117528
ATP1B1	ENSG00000143153
CTNNA1	ENSG00000044115
MAN1B1	ENSG00000177239
SLC15A3	ENSG00000110446
LILRB5	ENSG00000105609
RTEL1	ENSG00000258366
AGBL2	ENSG00000165923
SCIN	ENSG00000006747
GATA4	ENSG00000136574
C6orf10	ENSG00000236672
CRYBB1	ENSG00000100122
SNRPA	ENSG00000077312
TNMD	ENSG00000000005
ZNF484	ENSG00000127081
CEACAM8	ENSG00000124469
DDX51	ENSG00000185163
PARP8	ENSG00000151883
SLC9A5	ENSG00000135740
RNH1	ENSG00000023191
BARX2	ENSG00000043039
JPH2	ENSG00000149596
TAGLN	ENSG00000149591
SRI	ENSG00000075142
NDP	ENSG00000124479
MTERFD2	ENSG00000122085
TMEM14B	ENSG00000137210
TSPAN6	ENSG00000000003
COL6A2	ENSG00000142173
SPSB3	ENSG00000162032
ANKRD12	ENSG00000101745
CLDN3	ENSG00000165215
COLQ	ENSG00000206561
NME7	ENSG00000143156
SMPDL3A	ENSG00000172594
BTNL2	ENSG00000226127
CLDN4	ENSG00000189143
TIMM8B	ENSG00000150779
NXPH3	ENSG00000182575
ZKSCAN1	ENSG00000106261
HCG4	ENSG00000176998
PFKFB4	ENSG00000114268
NRIP1	ENSG00000180530
RUFY3	ENSG00000018189
LAMP2	ENSG00000005893
RNF39	ENSG00000230332
CSDC2	ENSG00000172346
EFEMP2	ENSG00000172638
C10orf88	ENSG00000119965
HPS3	ENSG00000163755
SLC24A6	ENSG00000089060
F3	ENSG00000117525
NDUFB7	ENSG00000099795
TXNL4A	ENSG00000141759
FLOT1	ENSG00000236271
KIF1C	ENSG00000129250
MATN3	ENSG00000132031
PRR3	ENSG00000229202
IER3IP1	ENSG00000134049
EHD1	ENSG00000110047
SDHD	ENSG00000204370
GDAP1L1	ENSG00000124194
SIGLEC7	ENSG00000168995
FGD2	ENSG00000146192
CTNNBIP1	ENSG00000178585
BLZF1	ENSG00000117475
SLC13A2	ENSG00000007216
USP25	ENSG00000155313
CRYBA4	ENSG00000196431
DNM1L	ENSG00000087470
GYS1	ENSG00000104812
HSPB1	ENSG00000106211
ACTN4	ENSG00000130402
SPOP	ENSG00000121067
ASB9	ENSG00000102048
DUX4	ENSG00000258389
SMARCE1	ENSG00000073584
IL22RA1	ENSG00000142677
DIRAS2	ENSG00000165023
ITCH	ENSG00000078747
MYRIP	ENSG00000170011
HIGD1A	ENSG00000181061
THAP10	ENSG00000129028
HMGN1	ENSG00000205581
SNAP29	ENSG00000099940
ANXA5	ENSG00000164111
PDGFC	ENSG00000145431
NARG2	ENSG00000128915
PSG3	ENSG00000221826
PASK	ENSG00000115687
ZC3HAV1	ENSG00000105939
PMM1	ENSG00000100417
IER3	ENSG00000230128
HSD17B12	ENSG00000149084
SMAD2	ENSG00000175387
LAG3	ENSG00000089692
CHUK	ENSG00000213341
EFHC2	ENSG00000183690
SYK	ENSG00000165025
PSMB8	ENSG00000206298
LPAL2	ENSG00000213071
TRIM31	ENSG00000223531
VPS52	ENSG00000223501
SLC19A2	ENSG00000117479
PREPL	ENSG00000138078
DHX32	ENSG00000089876
