RPS13	ENSG00000110700
MGC26885	NA
HLA-G	ENSG00000204632
PANX1	ENSG00000110218
LYPLA3	NA
PQLC2	ENSG00000040487
NEK11	ENSG00000114670
KIAA0372	NA
STAT2	ENSG00000170581
RAB7	NA
MC1R	ENSG00000258839
HLA-B	ENSG00000234745
SH3GL1	ENSG00000141985
SLC25A28	ENSG00000155287
EPHB4	ENSG00000196411
WIG1	NA
PTPLB	ENSG00000206527
LONRF3	ENSG00000175556
ZNF354A	ENSG00000169131
KLHL12	ENSG00000117153
MKLN1	ENSG00000128585
DUSP14	ENSG00000161326
SREBF1	ENSG00000072310
ICOSLG	ENSG00000160223
WSB2	ENSG00000176871
IDS	ENSG00000267816
KIF2	NA
C1orf41	NA
LIMS2	ENSG00000072163
NFATC1	ENSG00000131196
CLPX	ENSG00000166855
GOLGA2	ENSG00000167110
RAP2A	ENSG00000125249
ZCCHC6	ENSG00000083223
WDR32	NA
RAB3IL1	ENSG00000167994
SOCS1	ENSG00000185338
ITGB3	ENSG00000259207
MAGOH	ENSG00000162385
CEACAM3	ENSG00000170956
DSCR1	NA
TAOK3	ENSG00000135090
FAM49B	ENSG00000153310
MRPS34	ENSG00000074071
GBAS	ENSG00000146729
FNDC3A	ENSG00000102531
KIAA0514	NA
FAM63A	ENSG00000143409
TSPAN9	ENSG00000011105
PPFIBP2	ENSG00000166387
LIMK2	ENSG00000182541
PTPRU	ENSG00000060656
SLC12A2	ENSG00000064651
UCHL5	ENSG00000116750
SFXN1	ENSG00000164466
TADA3L	NA
SOS2	ENSG00000100485
FLJ12151	NA
RBMS1	ENSG00000153250
APOM	ENSG00000204444
ACY1	ENSG00000243989
CCND3	ENSG00000112576
RARA	ENSG00000131759
OR2H2	ENSG00000204657
SLC20A1	ENSG00000144136
SENP6	ENSG00000112701
MCFP	NA
ISGF3G	NA
PAX4	ENSG00000106331
SLC35F2	ENSG00000110660
KIAA1815	NA
PFKFB2	ENSG00000123836
TAPBP	LRG_114
KPNA2	ENSG00000182481
SLC2A9	ENSG00000109667
C6orf134	NA
SLC22A5	ENSG00000197375
HUNK	ENSG00000142149
MGAT4B	ENSG00000161013
MRPL12	ENSG00000262814
MPP2	ENSG00000108852
DTX3	ENSG00000178498
NDE1	ENSG00000072864
ITGA10	ENSG00000264162
REV3L	ENSG00000009413
C6orf111	NA
ACBD4	ENSG00000181513
OASL	ENSG00000135114
KCNQ3	ENSG00000184156
NF2	LRG_511
ICT1	ENSG00000167862
MTERFD2	ENSG00000122085
SNX6	ENSG00000129515
ETV7	ENSG00000010030
SH2D3A	ENSG00000125731
PGEA1	NA
LRRN5	NA
ACOX1	ENSG00000161533
IFNAR1	ENSG00000142166
EHMT2	ENSG00000224143
MGC5509	NA
PRR4	ENSG00000111215
EZH1	ENSG00000108799
GEMIN4	ENSG00000179409
APC	ENSG00000134982
MGC35048	NA
C20orf121	NA
PTX1	NA
NFKBIE	ENSG00000146232
SF4	NA
ZNF669	ENSG00000188295
PVRL1	ENSG00000110400
C16orf7	NA
AP3S1	ENSG00000177879
ZFP106	NA
CD81	LRG_142
DNCLI1	NA
POLA	NA
RAD51C	ENSG00000108384
CUL2	ENSG00000108094
AKAP13	ENSG00000170776
C9orf55	NA
ALDH18A1	ENSG00000059573
CXX1	NA
RPL35A	ENSG00000182899
CHRNA10	ENSG00000129749
MASP1	ENSG00000127241
PSG9	ENSG00000183668
WNK1	ENSG00000060237
GAPDHS	ENSG00000105679
XDH	ENSG00000158125
C11orf4	NA
RNF24	ENSG00000101236
CDK5RAP2	ENSG00000136861
SLC25A1	ENSG00000268928
DKFZp586I1420	NA
ZKSCAN1	ENSG00000106261
PYCR1	ENSG00000183010
FGD1	ENSG00000102302
PASK	ENSG00000115687
MAP4K4	ENSG00000071054
LOC125893	NA
OR1F1	ENSG00000168124
SLC11A1	ENSG00000018280
LOC90379	NA
KCTD15	ENSG00000153885
TACR1	ENSG00000115353
HIVEP2	ENSG00000010818
ALDH1L1	ENSG00000144908
SLC23A2	ENSG00000089057
PPGB	NA
ARMCX5	ENSG00000125962
MAG	ENSG00000105695
TCF12	ENSG00000140262
MLLT4	ENSG00000130396
PPP2R5B	ENSG00000068971
MCM6	ENSG00000076003
PTPN2	ENSG00000175354
USP32	ENSG00000170832
ASB8	ENSG00000177981
ZDHHC17	ENSG00000186908
PPP3CC	ENSG00000120910
HOM-TES-103	NA
MRS2L	NA
MAP2K1	ENSG00000169032
EPOR	ENSG00000187266
CIITA	LRG_49
KLK13	ENSG00000167759
TSPYL4	ENSG00000187189
ARMCX3	ENSG00000269173
TRIP10	ENSG00000125733
SDHD	ENSG00000204370
PLAA	ENSG00000137055
H2AFX	ENSG00000188486
GATA2	ENSG00000179348
CLN5	ENSG00000102805
HMG20B	ENSG00000064961
NKX3-1	ENSG00000167034
AP4S1	ENSG00000100478
CREM	ENSG00000095794
RFPL3	ENSG00000128276
HRAS	ENSG00000174775
CYB5-M	NA
UBTD1	ENSG00000165886
MAPKAPK5	ENSG00000089022
EHD1	ENSG00000110047
TRIM14	ENSG00000106785
MAGEF1	ENSG00000177383
MYO9A	ENSG00000066933
UBQLN4	ENSG00000160803
TPARL	NA
KIAA1043	NA
CUTC	ENSG00000119929
PSMC4	ENSG00000013275
HNF4A	ENSG00000101076
HSPC128	NA
ZC3HAV1	ENSG00000105939
GM2A	ENSG00000196743
CDC14B	ENSG00000081377
IQSEC1	ENSG00000144711
GALNT10	ENSG00000164574
RAB7L1	ENSG00000117280
FLJ22028	NA
COX11	ENSG00000166260
STX3A	NA
TACC1	ENSG00000147526
CENPB	ENSG00000125817
PNRC1	ENSG00000146278
PRKCI	ENSG00000163558
SYNJ2	ENSG00000078269
KIR3DL2	ENSG00000263184
GSTM5	ENSG00000134201
CHST4	ENSG00000140835
TXLNA	ENSG00000084652
C14orf93	ENSG00000100802
CG018	NA
TFDP2	ENSG00000114126
SLC3A2	ENSG00000168003
PSIP1	ENSG00000164985
C10orf137	ENSG00000107938
DLX4	ENSG00000108813
MGC2731	NA
SH3BP5	ENSG00000131370
CDC37L1	ENSG00000106993
PFAAP5	NA
LOC400721	NA
PFDN4	ENSG00000101132
STARD8	ENSG00000130052
HSPC111	NA
SCAND2	NA
ALPPL2	ENSG00000163286
FLJ22578	NA
SLC5A3	ENSG00000198743
EXT1	LRG_493
SLC26A6	ENSG00000225697
C1orf181	NA
VCY	ENSG00000129864
GOLGA8A	ENSG00000175265
CHRNE	ENSG00000108556
ZP3	ENSG00000188372
MYCL1	NA
ANXA2P2	ENSG00000231991
TGM4	ENSG00000163810
FLJ13576	NA
GRWD1	ENSG00000105447
C21orf18	NA
OR3A3	ENSG00000159961
MOBKL2B	NA
FLJ21168	NA
WDR13	ENSG00000267843
CDK2	ENSG00000123374
ST3GAL5	ENSG00000115525
CYP2C19	ENSG00000165841
CCDC21	NA
PCLKC	NA
CTRC	ENSG00000162438
C20orf19	NA
ABCA7	ENSG00000064687
CYLC1	ENSG00000183035
COQ3	ENSG00000132423
PCK2	ENSG00000100889
CYB5R4	ENSG00000065615
FANCA	LRG_495
MGC17330	NA
GBE1	ENSG00000114480
IDH2	ENSG00000182054
C2orf3	NA
APS	NA
CIB2	ENSG00000136425
FHOD1	ENSG00000135723
C20orf149	NA
RHOD	ENSG00000173156
TIPRL	ENSG00000143155
GADD45GIP1	ENSG00000179271
LOC388335	NA
PLEKHG3	ENSG00000126822
PSMD3	ENSG00000108344
GIT1	ENSG00000108262
PCF11	ENSG00000165494
RPS6KA4	ENSG00000162302
MCC	ENSG00000171444
XTP3TPA	NA
ZNHIT4	NA
SLC5A5	ENSG00000105641
C10orf88	ENSG00000119965
MGC3260	NA
TUSC4	NA
RIPK1	ENSG00000137275
H2-ALPHA	NA
TFPT	ENSG00000271990
NME7	ENSG00000143156
HSMPP8	NA
LOC92482	NA
PEX6	ENSG00000124587
GLB1L	ENSG00000163521
ADK	ENSG00000156110
RPGRIP1	ENSG00000092200
C10orf18	NA
ORC3L	NA
HPS4	ENSG00000100099
ANKRD40	ENSG00000154945
SHB	ENSG00000107338
GPATC2	NA
POLQ	ENSG00000051341
WNT2B	ENSG00000134245
PRKD2	ENSG00000105287
NAGLU	ENSG00000108784
CDC73	LRG_507
KIAA0103	NA
UTX	NA
STAT6	ENSG00000166888
HOXA7	ENSG00000122592
FLJ12886	NA
PTEN	LRG_311
TRIM38	ENSG00000112343
PDCD8	NA
C20orf30	NA
BMPR2	ENSG00000204217
TIMM17A	ENSG00000134375
AGRN	LRG_198
SLC12A4	ENSG00000124067
MMPL1	NA
ZIM2	ENSG00000269699
STMN1	ENSG00000117632
CNTFR	ENSG00000122756
GCL	NA
HRASLS2	ENSG00000133328
PLCXD1	ENSG00000182378
MIR16	NA
STRA6	ENSG00000137868
ARHGEF16	ENSG00000130762
PTPNS1	NA
SAT	NA
JAG2	ENSG00000184916
ADCY6	ENSG00000174233
MGST2	ENSG00000085871
SEC61A1	ENSG00000058262
ZFAND1	ENSG00000104231
DSCR2	NA
C20orf28	NA
CTSO	ENSG00000256043
S100A13	ENSG00000189171
NOTCH1	ENSG00000148400
EPN2	ENSG00000072134
PARP12	ENSG00000059378
CKAP4	ENSG00000136026
ACOT11	ENSG00000162390
SCD5	ENSG00000145284
ATP10A	ENSG00000206190
GLUL	ENSG00000135821
ASCC3	ENSG00000112249
TXN	ENSG00000136810
LDLRAP1	LRG_276
PLEKHG6	ENSG00000008323
CENTA2	NA
FLJ22386	NA
SLC5A6	ENSG00000138074
SLC36A1	ENSG00000123643
NKTR	ENSG00000114857
SPHK2	ENSG00000063176
PDE4A	ENSG00000065989
AGPAT5	ENSG00000155189
FLJ20753	NA
PIK3R5	ENSG00000141506
MTMR6	ENSG00000139505
ACAT2	ENSG00000120437
CASP2	ENSG00000106144
MGC39821	NA
UNC84A	NA
CDYL	ENSG00000153046
KPTN	ENSG00000118162
RSN	NA
IPO8	ENSG00000133704
ANKRD12	ENSG00000101745
PSENEN	ENSG00000205155
C21orf77	NA
BGLAP	ENSG00000242252
SGPL1	ENSG00000166224
PREPL	ENSG00000138078
SCYL3	ENSG00000000457
BSG	ENSG00000172270
KIAA0240	NA
MPP3	ENSG00000161647
PDCD4	ENSG00000150593
FLJ10979	NA
NEU1	ENSG00000234846
NR2E3	ENSG00000031544
ERN1	ENSG00000178607
RAB32	ENSG00000118508
KLF3	ENSG00000109787
CLN8	ENSG00000182372
HIRIP3	ENSG00000149929
IGF2R	ENSG00000197081
RBMS3	ENSG00000144642
DNCLI2	NA
REPS2	ENSG00000169891
GLUD2	ENSG00000182890
LOC400840	NA
RCOR3	ENSG00000117625
ZYX	ENSG00000159840
FLJ22965	NA
CHD3	ENSG00000170004
SP110	LRG_109
UBE2V2	ENSG00000169139
NUP205	ENSG00000155561
HCG2P7	NA
RNF31	ENSG00000092098
LOC286440	NA
ZNF7	ENSG00000147789
UBADC1	NA
PER1	ENSG00000179094
Cep63	NA
GGT1	ENSG00000100031
LOC400642	NA
ISOC1	ENSG00000066583
SMYD3	ENSG00000185420
CD80	ENSG00000121594
MRPL20	ENSG00000242485
KIAA0433	NA
FLJ10808	NA
CTTNBP2NL	ENSG00000143079
NXPH4	ENSG00000182379
TNKS	ENSG00000173273
FLJ22269	NA
UNG	LRG_124
PIAS2	ENSG00000078043
WDR8	NA
FBXL6	ENSG00000261539
ADAM20	ENSG00000134007
IDH1	ENSG00000138413
GSTP1	ENSG00000084207
LENG4	NA
NLE1	ENSG00000073536
GPR172A	NA
SPAM1	ENSG00000106304
MUC3A	ENSG00000169894
USP5	ENSG00000268462
NUDT18	ENSG00000173566
ARID5B	ENSG00000150347
C17orf42	NA
SAP30	ENSG00000164105
PIGK	ENSG00000142892
GALK2	ENSG00000156958
FXN	ENSG00000165060
RNF146	ENSG00000118518
PRKDC	LRG_162
MCM7	ENSG00000166508
MBD2	ENSG00000134046
CX36	NA
TBC1D8	ENSG00000204634
FLJ13273	NA
MED4	ENSG00000136146
INSIG1	ENSG00000186480
PTTG1	ENSG00000164611
PKMYT1	ENSG00000127564
DEGS1	ENSG00000143753
MTERFD1	ENSG00000156469
PHF20L1	ENSG00000129292
ARPC1B	ENSG00000130429
SPATA5L1	ENSG00000171763
C9orf9	ENSG00000165698
IRF5	ENSG00000128604
TRPM2	ENSG00000142185
CENTA1	NA
VASP	ENSG00000125753
CSPG6	NA
PDE6D	ENSG00000156973
MAP3K12	ENSG00000139625
SLC24A6	ENSG00000089060
SPATS2	ENSG00000123352
BLMH	ENSG00000108578
CSF1	ENSG00000184371
WDR57	NA
TLE1	ENSG00000196781
ATXN7	ENSG00000163635
SPPL2B	ENSG00000005206
GNPDA1	ENSG00000113552
HRSP12	ENSG00000132541
TICAM1	LRG_358
EIF2C3	NA
NFKBIB	ENSG00000104825
COQ2	ENSG00000173085
PEO1	NA
PCGF4	NA
AP1S1	ENSG00000106367
SPRY4	ENSG00000187678
ABT1	ENSG00000268612
CARD8	ENSG00000105483
PIGQ	ENSG00000007541
BRWD2	NA
C22orf8	NA
GRK5	ENSG00000198873
LMO4	ENSG00000143013
PKNOX2	ENSG00000165495
BBC3	ENSG00000105327
KCTD13	ENSG00000174943
ATOX1	ENSG00000177556
SLC7A1	ENSG00000139514
KIAA1660	NA
LOC440366	NA
MRPS12	ENSG00000128626
CGI-116	NA
PCDH1	ENSG00000156453
CLCN2	ENSG00000114859
TP53I11	ENSG00000175274
NEU3	ENSG00000162139
CTNND1	ENSG00000198561
TSNAXIP1	ENSG00000102904
PCSK6	ENSG00000140479
FEM1C	ENSG00000145780
SAA4	ENSG00000148965
FBXO41	ENSG00000163013
ZBED4	ENSG00000100426
FLJ21986	NA
DKFZP434P211	NA
TDP1	ENSG00000042088
APOC4	ENSG00000267467
ZNF395	ENSG00000186918
NLK	ENSG00000087095
LMAN2	ENSG00000169223
SYNGR1	ENSG00000100321
TLE3	ENSG00000140332
STK16	ENSG00000115661
DUSP7	ENSG00000164086
HSF2BP	ENSG00000160207
RUNX2	ENSG00000124813
PLD1	ENSG00000075651
PCNX	ENSG00000100731
TSPAN4	ENSG00000214063
VEGFB	ENSG00000173511
C1orf27	ENSG00000157181
PBEF1	NA
CRYZ	ENSG00000116791
DKFZP434G1415	NA
EVER1	NA
PPARBP	NA
HRB2	NA
MGC5297	NA
ATG3	ENSG00000144848
SDF2L1	ENSG00000128228
C9orf127	NA
ARPC4	ENSG00000241553
RPS6KB2	ENSG00000175634
MRPL52	ENSG00000172590
CHORDC1	ENSG00000110172
ITM1	NA
BZRP	NA
FAM82B	NA
FLJ20280	NA
WBP4	ENSG00000120688
TBCA	ENSG00000171530
TPST2	ENSG00000128294
SMC1L1	NA
STK17A	ENSG00000164543
C16orf34	NA
EPLIN	NA
RBM34	ENSG00000188739
E2F1	ENSG00000101412
PDCD5	ENSG00000105185
CDR2	ENSG00000140743
GRIN2B	ENSG00000150086
MT2A	ENSG00000125148
DUS4L	ENSG00000105865
STK38	ENSG00000112079
DMXL2	ENSG00000104093
MSH6	LRG_219
LOC137886	NA
MGC11332	NA
CDK2AP2	ENSG00000167797
LONPL	NA
ZNF189	ENSG00000136870
DERA	ENSG00000023697
MOSC2	NA
NTRK3	ENSG00000140538
ZDHHC13	ENSG00000177054
RPLP2	ENSG00000177600
TBL1X	ENSG00000101849
MAC30	NA
MAPK7	ENSG00000166484
KLF10	ENSG00000155090
SLC25A37	ENSG00000147454
LZTS1	ENSG00000061337
POLR3D	ENSG00000168495
ZNF45	ENSG00000124459
RUVBL2	ENSG00000183207
TUBA1	NA
MAP2K6	ENSG00000108984
CALU	ENSG00000128595
TP53TG3	ENSG00000183632
PPP1R12A	ENSG00000058272
GPR175	NA
DBT	ENSG00000137992
CPT2	ENSG00000157184
GMPPB	ENSG00000173540
FBXO11	ENSG00000138081
FAM86B1	ENSG00000186523
PRSS7	NA
UAP1L1	ENSG00000197355
ZNF160	ENSG00000170949
LOC146712	NA
SFRS11	NA
ELA3A	NA
PXN	ENSG00000089159
ZNF467	ENSG00000181444
SORD	ENSG00000140263
FDPS	ENSG00000160752
NOTCH4	ENSG00000223355
FLJ21816	NA
MIZF	NA
MKL2	ENSG00000186260
SH2D4A	ENSG00000104611
WARS2	ENSG00000116874
CEP1	NA
SARDH	ENSG00000123453
PLOD1	ENSG00000083444
BCL10	ENSG00000142867
SLC22A7	ENSG00000137204
DGKA	ENSG00000065357
ARR3	ENSG00000120500
SLC30A1	ENSG00000170385
TMSB4X	ENSG00000205542
C10orf70	NA
TBL3	ENSG00000183751
ATF5	ENSG00000169136
SLC1A4	ENSG00000115902
TAGLN2	ENSG00000158710
STAM2	ENSG00000115145
PHC3	ENSG00000173889
NUDT21	ENSG00000167005
NCOA3	ENSG00000124151
DKFZP564O0523	NA
NPR2	ENSG00000159899
C20orf47	NA
MYO15B	ENSG00000266714
LIPE	ENSG00000079435
GRB10	ENSG00000106070
DYRK2	ENSG00000127334
IDUA	ENSG00000127415
ASB13	ENSG00000196372
PXMP2	ENSG00000176894
OPTN	ENSG00000123240
WDR71	NA
DPM3	ENSG00000179085
FKBP1B	ENSG00000119782
KIAA0528	NA
RBM3	ENSG00000268489
OSBPL11	ENSG00000144909
P2RX4	ENSG00000135124
FAM57A	ENSG00000167695
CLCC1	ENSG00000121940
TLN1	ENSG00000137076
CDK7	ENSG00000134058
GCAT	ENSG00000100116
BICC1	ENSG00000122870
RAB27A	LRG_96
GTF2H3	ENSG00000111358
FETUB	ENSG00000090512
IBRDC3	NA
MC2R	ENSG00000185231
DIAPH2	ENSG00000147202
DCI	NA
ATF7	ENSG00000170653
RNASEH2A	ENSG00000104889
TBC1D4	ENSG00000136111
RPA3	ENSG00000106399
ATP7B	ENSG00000123191
HTR6	ENSG00000158748
B3GNT4	ENSG00000176383
EFHD2	ENSG00000142634
ATR	ENSG00000175054
HOXD9	ENSG00000128709
C7orf23	NA
FEN1	ENSG00000168496
STEAP3	ENSG00000115107
VPS33A	ENSG00000139719
NDRG1	LRG_258
SGSH	ENSG00000181523
NPC1	ENSG00000141458
DICER1	LRG_492
ATF2	ENSG00000115966
ITPR2	ENSG00000123104
MRPS28	ENSG00000147586
PSMC3	ENSG00000165916
FARP2	ENSG00000006607
GABRR2	ENSG00000111886
LIMD1	ENSG00000144791
FRAT2	ENSG00000181274
CD84	ENSG00000066294
ETNK2	ENSG00000143845
UNC13B	ENSG00000198722
CASP7	ENSG00000165806
AGPAT3	ENSG00000160216
FLJ21963	NA
PRY	ENSG00000169789
CTBP2	ENSG00000175029
GTF2H4	ENSG00000213780
CYP4A11	ENSG00000187048
PDK2	ENSG00000005882
IL1F6	NA
TSPYL2	ENSG00000268269
RFX3	ENSG00000080298
PTPN21	ENSG00000070778
PIWIL2	ENSG00000197181
AGA	ENSG00000038002
TNFRSF8	ENSG00000120949
IKBKB	ENSG00000104365
IGFALS	ENSG00000099769
VCL	LRG_383
MYL5	ENSG00000215375
PMM1	ENSG00000100417
HMGB2	ENSG00000164104
CXorf6	NA
ALDH1B1	ENSG00000137124
BAK1	ENSG00000030110
BPHL	ENSG00000137274
GTF2IRD1	ENSG00000261920
RPS6KA2	ENSG00000071242
TNIK	ENSG00000154310
PAX8	ENSG00000125618
ZNF44	ENSG00000197857
GFER	ENSG00000127554
RFC4	ENSG00000163918
POMT2	ENSG00000009830
HMGCS1	ENSG00000112972
SSX3	ENSG00000269122
ZNF272	NA
FLJ22624	NA
SEC5L1	NA
CHRD	ENSG00000090539
TBC1D17	ENSG00000104946
GTF2IRD2	ENSG00000196275
DDEF1	NA
SLC2A4RG	ENSG00000125520
KIAA1117	NA
EIF2C2	NA
FLJ20485	NA
PRDM5	ENSG00000138738
KIAA1881	NA
JAK3	LRG_77
NQO2	ENSG00000124588
MAPK3	ENSG00000102882
ACD	ENSG00000102977
PCNA	ENSG00000132646
SYT12	ENSG00000173227
VAX2	ENSG00000271772
MSTP9	NA
BMP1	ENSG00000168487
OR1D2	ENSG00000184166
TRIM68	ENSG00000167333
APITD1	ENSG00000175279
DKFZp667G2110	NA
SLC35E3	ENSG00000175782
TNFRSF25	ENSG00000215788
PHF3	ENSG00000118482
LBA1	NA
WHSC1	ENSG00000109685
CCNG2	ENSG00000138764
CHRNA2	ENSG00000120903
GK	ENSG00000198814
NUPL1	ENSG00000139496
AKR1B1	ENSG00000085662
SUOX	ENSG00000139531
B3GAT3	ENSG00000149541
FLJ20013	NA
SSTR2	ENSG00000180616
LBR	ENSG00000143815
SGK2	ENSG00000101049
CLASP2	ENSG00000163539
TROAP	ENSG00000135451
C12orf11	NA
GGT2	ENSG00000133475
TCN2	LRG_116
TSC22D2	ENSG00000196428
VAMP2	ENSG00000220205
CABC1	NA
RERE	ENSG00000142599
SBNO1	ENSG00000139697
MTMR8	ENSG00000102043
NFIL3	ENSG00000165030
DCXR	ENSG00000169738
TTLL3	ENSG00000214021
LNK	NA
CNAP1	NA
CNR2	ENSG00000188822
EPHB1	ENSG00000154928
KIAA0280	NA
BTD	ENSG00000169814
ZBTB25	ENSG00000089775
BTN3A1	ENSG00000026950
WDR41	ENSG00000164253
KLRG1	ENSG00000139187
C9orf76	NA
GALNT7	ENSG00000109586
MATN1	ENSG00000162510
C9orf33	NA
CARKL	NA
PARVA	ENSG00000197702
ADAMTS7	ENSG00000136378
EBNA1BP2	ENSG00000117395
ROD1	NA
GBL	NA
C14orf118	NA
HIBCH	ENSG00000198130
KLK1	ENSG00000167748
TUBA4	NA
HSDL2	ENSG00000119471
DHX34	ENSG00000134815
LOC152719	NA
HRG	ENSG00000113905
C1orf63	ENSG00000117616
WFDC8	ENSG00000158901
YIPF5	ENSG00000145817
MGLL	ENSG00000074416
EPPB9	NA
ARHGEF12	ENSG00000196914
MGC4368	NA
CROT	ENSG00000005469
ZNF611	ENSG00000213020
ZNF710	ENSG00000140548
CARHSP1	ENSG00000153048
TAF4B	ENSG00000141384
GAST	ENSG00000184502
MAPK10	ENSG00000109339
NOS1	ENSG00000089250
PGS1	ENSG00000087157
SEMA3F	ENSG00000001617
FAM13A1	NA
CRHR1	ENSG00000120088
DZIP3	ENSG00000198919
EXOSC9	ENSG00000123737
PARG	ENSG00000271910
TXNIP	ENSG00000117289
FNBP1	ENSG00000187239
CYP3A43	ENSG00000021461
TMEM92	ENSG00000167105
DLAT	ENSG00000150768
CXCR6	ENSG00000172215
YARS2	ENSG00000139131
PHC1	ENSG00000111752
PIP5K3	NA
SPSB1	ENSG00000171621
P2RXL1	NA
METAP2	ENSG00000111142
TAF1C	ENSG00000103168
LOC440708	NA
TUBG2	ENSG00000037042
TKT	ENSG00000163931
WDR43	ENSG00000163811
SBF1	ENSG00000100241
C9orf46	NA
MGC4707	NA
LYST	ENSG00000143669
CDC14A	ENSG00000079335
BIRC7	ENSG00000101197
ADCY9	ENSG00000162104
PTHR1	NA
ZFP36L2	ENSG00000152518
RABL2B	ENSG00000269671
LUZP2	ENSG00000187398
RIPK2	ENSG00000104312
VGF	ENSG00000128564
PEMT	ENSG00000133027
GRM4	ENSG00000124493
IL17R	NA
PRO1580	NA
ETV1	ENSG00000006468
CSTF1	ENSG00000101138
ATXN2L	ENSG00000168488
ZNF12	ENSG00000164631
HMGB3	ENSG00000269411
PTGES	ENSG00000148344
TAF4	ENSG00000130699
ACADM	ENSG00000117054
ZBTB1	ENSG00000126804
ZNF175	ENSG00000105497
TGFA	ENSG00000272517
KIAA1797	NA
SUCLG2	ENSG00000172340
DNM2	ENSG00000079805
ADAMTS2	ENSG00000087116
KIAA0776	NA
MPI	ENSG00000178802
C21orf106	NA
SAS10	NA
IMPAD1	ENSG00000104331
DTX4	ENSG00000110042
LIMK1	ENSG00000262063
CTNNAL1	ENSG00000119326
PSCD1	NA
CHD1	ENSG00000153922
PBXIP1	ENSG00000163346
FCN2	ENSG00000160339
PCBP4	ENSG00000090097
BCL9	ENSG00000266095
DRD5	ENSG00000169676
TMEM8	NA
FUCA1	ENSG00000179163
MDM2	ENSG00000135679
MGC10993	NA
COX5A	ENSG00000178741
MARCKSL1	ENSG00000175130
FANCE	LRG_498
TGFB3	ENSG00000119699
PIK3CA	ENSG00000121879
TOLLIP	ENSG00000078902
UBIAD1	ENSG00000120942
ZDHHC24	ENSG00000174165
C17orf41	NA
CCDC6	ENSG00000108091
Mar-08	NA
FLJ20255	NA
MAN2B1	ENSG00000104774
GNAI2	ENSG00000114353
STRN3	ENSG00000196792
THOC1	ENSG00000079134
C9orf95	NA
ACVR1	ENSG00000115170
NUDT7	ENSG00000140876
RPUSD2	ENSG00000166133
MLC1SA	NA
ARHGAP10	ENSG00000071205
HCG4P6	NA
MAPK8IP3	ENSG00000138834
PARVB	ENSG00000188677
CASP10	LRG_33
WBSCR23	NA
SFXN3	ENSG00000107819
MED6	ENSG00000133997
SIGLEC7	ENSG00000168995
TAF11	ENSG00000064995
STK11	LRG_319
TTC23	ENSG00000269714
PKN1	ENSG00000123143
ALDH3B1	ENSG00000006534
AMACR	ENSG00000242110
FLJ20309	NA
RNASET2	ENSG00000026297
ECE1	ENSG00000117298
TSC22D4	ENSG00000166925
CTNNBIP1	ENSG00000178585
LOC63929	NA
TBRG4	ENSG00000136270
GOLT1B	ENSG00000111711
C2orf34	NA
CENTD3	NA
U2AF1L4	ENSG00000161265
ALDH6A1	ENSG00000119711
ZNF180	ENSG00000167384
LOC390411	NA
SLC9A3R1	ENSG00000109062
PBX3	ENSG00000167081
TBX1	LRG_226
HSPC049	NA
EHBP1	ENSG00000115504
NOL8	ENSG00000198000
ADMR	NA
WEE1	ENSG00000166483
CAT	ENSG00000121691
PTPRM	ENSG00000173482
INPP4A	ENSG00000040933
NFKB2	ENSG00000077150
TBC1D12	ENSG00000108239
RABEP1	ENSG00000029725
SP2	ENSG00000167182
PPP1R3D	ENSG00000132825
GIMAP5	ENSG00000196329
SLC29A1	ENSG00000112759
GNL2	ENSG00000134697
QDPR	ENSG00000151552
MYO1A	ENSG00000166866
FLJ21616	NA
C9orf61	NA
EGFL5	NA
FLJ21106	NA
POU6F1	ENSG00000184271
DEK	ENSG00000124795
CKS1B	ENSG00000173207
HIST3H2A	ENSG00000181218
IFITM3	ENSG00000142089
PRKD3	ENSG00000115825
FLJ13236	NA
PIK3R4	ENSG00000196455
RBM10	ENSG00000271352
KIAA0980	NA
BMP7	ENSG00000101144
DDX26	NA
CTPS	NA
PWP2H	NA
ZNF134	ENSG00000213762
OPN3	ENSG00000054277
HIST1H2BD	ENSG00000158373
NPTXR	ENSG00000221890
FLJ10986	NA
LRP6	ENSG00000070018
CALCA	LRG_13
ARTS-1	NA
FADS3	ENSG00000221968
BID	ENSG00000015475
CXorf12	NA
FLJ42393	NA
REC8L1	NA
BCL7A	ENSG00000110987
FLJ20211	NA
NR6A1	ENSG00000148200
MIS12	ENSG00000167842
PRMT2	ENSG00000160310
PSG6	ENSG00000170848
DERP6	NA
TDRKH	ENSG00000182134
RAPGEF2	ENSG00000109756
MGC3020	NA
LOC541469	NA
PLP2	ENSG00000269034
LOH3CR2A	NA
BOLA1	ENSG00000265570
PHTF2	ENSG00000006576
RNF41	ENSG00000181852
FLJ27354	NA
ZAK	NA
TMEM14A	ENSG00000096092
SNF1LK2	NA
ZNF701	ENSG00000167562
PEX1	ENSG00000127980
WDR19	ENSG00000157796
ADD2	ENSG00000271760
SEMA6D	ENSG00000137872
MAN2A1	ENSG00000112893
FLJ11292	NA
DHRS7	ENSG00000100612
MMP14	ENSG00000157227
TNFRSF1A	LRG_193
MICAL-L1	NA
WDR21A	NA
PHF11	ENSG00000136147
PPIH	ENSG00000171960
G6PC2	ENSG00000152254
FLNA	ENSG00000269329
ADAMTS9	ENSG00000163638
TCL6	ENSG00000187621
SLC6A2	ENSG00000103546
FLJ21736	NA
C10orf118	ENSG00000165813
