Identifiers	mean	sd	median	minimum	maximum	n	Mean/StdDev	CV	MFC
AACS	7.66	0.93	7.70	2.76	11.54	13629	8.23	12.15	4.19
C14orf1	6.94	0.84	7.02	3.47	10.48	13629	8.23	12.15	3.02
ZNF131	7.36	0.89	7.34	3.43	11.56	13629	8.23	12.15	3.37
PCYT1A	6.35	0.77	6.36	2.52	9.13	13629	8.23	12.16	3.62
C6orf69	7.30	0.89	7.31	1.32	10.40	13629	8.23	12.16	7.87
CREB3L2	8.99	1.09	8.94	2.84	12.98	13629	8.22	12.16	4.57
ANKS1	7.58	0.92	7.62	2.20	12.24	13629	8.22	12.16	5.57
EXTL2	8.00	0.97	8.05	1.85	11.33	13629	8.22	12.16	6.13
ZNF143	6.14	0.75	6.19	2.77	8.70	13629	8.22	12.16	3.15
C15orf38	6.05	0.74	6.08	2.61	9.13	13629	8.22	12.17	3.50
DBP	6.00	0.73	5.97	2.85	9.08	13629	8.22	12.17	3.19
NCR2	6.08	0.74	6.00	3.73	9.72	13629	8.22	12.17	2.61
HDAC2	8.80	1.07	8.94	2.77	11.91	13629	8.21	12.18	4.30
TADA2L	5.32	0.65	5.32	2.43	8.70	13629	8.21	12.18	3.58
TBPIP	6.49	0.79	6.42	2.76	10.61	13629	8.21	12.18	3.85
PVR	5.94	0.72	5.82	3.86	9.46	13629	8.21	12.18	2.45
LSM7	8.82	1.07	8.91	2.46	12.57	13629	8.21	12.18	5.11
OR1E1	5.46	0.67	5.50	2.38	8.33	13629	8.21	12.18	3.50
STX17	6.61	0.81	6.72	2.26	10.44	13629	8.21	12.19	4.61
HEBP1	8.77	1.07	8.84	2.49	13.51	13629	8.20	12.19	5.44
TTC10	7.34	0.89	7.34	2.63	11.27	13629	8.20	12.19	4.28
ZNF22	7.94	0.97	8.01	2.83	11.20	13629	8.20	12.19	3.96
INPP5A	8.40	1.02	8.39	3.47	12.24	13629	8.20	12.20	3.53
DNASE1L1	7.45	0.91	7.48	2.54	10.52	13629	8.20	12.20	4.14
MANBA	7.35	0.90	7.33	2.39	11.25	13629	8.20	12.20	4.71
ZNF11B	6.36	0.78	6.43	2.51	9.62	13629	8.20	12.20	3.83
DOCK1	7.52	0.92	7.50	2.34	10.65	13629	8.19	12.20	4.55
MSRB2	8.14	0.99	8.19	2.61	11.09	13629	8.19	12.20	4.25
PELP1	6.56	0.80	6.60	2.31	10.02	13629	8.19	12.20	4.34
AD7C-NTP	6.07	0.74	5.96	2.80	10.31	13629	8.19	12.20	3.68
SMURF1	5.87	0.72	5.92	3.42	10.05	13629	8.19	12.21	2.94
FBXO31	5.93	0.72	5.90	2.51	10.19	13629	8.19	12.21	4.05
LOC441347	7.80	0.95	7.88	1.77	12.20	13629	8.19	12.21	6.91
C14orf45	7.18	0.88	7.14	2.43	11.64	13629	8.19	12.21	4.79
CLK4	7.96	0.97	7.99	3.70	11.77	13629	8.19	12.21	3.18
SPFH2	7.37	0.90	7.40	3.52	12.72	13629	8.19	12.21	3.61
GALC	7.22	0.88	7.28	2.37	12.14	13629	8.19	12.21	5.13
ZNF331	7.92	0.97	7.89	2.83	12.65	13629	8.18	12.22	4.47
DDHD2	7.89	0.96	7.87	2.07	12.67	13629	8.18	12.22	6.12
OGG1	6.18	0.76	6.23	2.79	9.48	13629	8.18	12.22	3.40
FLJ11200	7.56	0.92	7.60	2.43	10.54	13629	8.18	12.22	4.33
MGC12760	7.73	0.94	7.72	2.43	11.89	13629	8.18	12.22	4.89
GGTLA4	6.90	0.84	6.93	2.63	11.24	13629	8.18	12.22	4.27
RAI17	9.36	1.14	9.52	2.14	12.91	13629	8.18	12.22	6.04
ACADS	6.79	0.83	6.75	2.38	11.01	13629	8.18	12.23	4.62
FURIN	7.39	0.90	7.28	2.98	11.80	13629	8.18	12.23	3.96
CENPC1	6.42	0.79	6.48	1.96	9.51	13629	8.18	12.23	4.84
PRKCE	5.48	0.67	5.50	1.93	9.12	13629	8.18	12.23	4.73
TXNDC5	10.35	1.27	10.39	4.72	14.03	13629	8.17	12.23	2.97
PPRC1	7.02	0.86	7.12	2.46	10.30	13629	8.17	12.23	4.18
PEX7	6.50	0.80	6.56	2.81	9.38	13629	8.17	12.24	3.34
GPS1	7.49	0.92	7.56	1.43	11.33	13629	8.17	12.24	7.91
MADCAM1	6.34	0.78	6.29	2.85	10.20	13629	8.17	12.24	3.58
ELOVL5	8.35	1.02	8.41	4.05	12.08	13629	8.17	12.24	2.98
C14orf101	7.46	0.91	7.46	1.72	10.75	13629	8.17	12.24	6.24
PPAT	6.97	0.85	6.99	2.94	10.61	13629	8.17	12.24	3.60
IDH3A	7.67	0.94	7.59	4.03	11.10	13629	8.17	12.24	2.75
ANKFY1	6.81	0.83	6.96	2.10	9.82	13629	8.17	12.24	4.66
SDCCAG3	7.12	0.87	7.17	2.41	10.26	13629	8.16	12.25	4.26
SLC43A1	7.04	0.86	7.08	2.77	11.04	13629	8.16	12.25	3.99
GNA11	7.65	0.94	7.81	4.16	11.01	13629	8.16	12.25	2.65
NDFIP1	9.22	1.13	9.37	1.96	12.58	13629	8.16	12.25	6.41
MTR	7.56	0.93	7.68	1.95	10.18	13629	8.16	12.25	5.21
C5orf4	8.18	1.00	8.27	4.08	12.10	13629	8.16	12.25	2.97
ZNF197	6.11	0.75	6.06	2.49	9.60	13629	8.16	12.25	3.86
IRAK4	6.37	0.78	6.37	2.08	9.27	13629	8.16	12.26	4.47
LCMT2	6.28	0.77	6.35	2.72	8.86	13629	8.16	12.26	3.25
ARL6IP2	6.88	0.84	6.81	3.27	12.16	13629	8.16	12.26	3.72
TCF1	5.63	0.69	5.61	2.77	8.89	13629	8.16	12.26	3.22
OAT	9.64	1.18	9.77	2.74	13.20	13629	8.15	12.26	4.81
ASH1L	6.80	0.83	6.93	2.29	10.18	13629	8.15	12.26	4.44
BTN2A2	6.52	0.80	6.51	2.98	10.59	13629	8.15	12.27	3.55
APBB3	7.37	0.90	7.39	1.96	10.26	13629	8.15	12.27	5.23
NARG1L	7.43	0.91	7.43	2.07	11.05	13629	8.15	12.27	5.34
SMARCD2	7.77	0.95	7.80	2.81	11.56	13629	8.15	12.27	4.12
MID1IP1	8.16	1.00	8.18	2.43	12.01	13629	8.15	12.28	4.93
KIAA0182	8.24	1.01	8.18	3.45	11.79	13629	8.14	12.28	3.42
FDX1	7.95	0.98	8.02	2.81	12.80	13629	8.14	12.28	4.56
UNC84B	8.25	1.01	8.19	4.21	11.77	13629	8.14	12.28	2.80
BCAP29	5.64	0.69	5.69	3.30	9.36	13629	8.14	12.28	2.84
GLE1L	6.30	0.77	6.28	2.63	8.84	13629	8.14	12.29	3.36
CD47	8.72	1.07	8.82	3.92	12.23	13629	8.14	12.29	3.12
GNB5	6.62	0.81	6.61	3.57	11.34	13629	8.14	12.29	3.17
SMAD3	6.92	0.85	6.84	2.42	10.82	13629	8.14	12.29	4.47
SEC14L1	8.10	1.00	7.96	4.75	11.51	13629	8.14	12.29	2.42
MAP2K7	5.19	0.64	5.18	2.66	8.46	13629	8.13	12.29	3.19
SRM	8.56	1.05	8.50	2.41	12.18	13629	8.13	12.29	5.04
RANBP2L1	7.64	0.94	7.70	3.45	11.56	13629	8.13	12.30	3.36
ACTN4	9.36	1.15	9.37	2.74	13.16	13629	8.13	12.30	4.80
TXNDC13	7.70	0.95	7.67	3.68	10.97	13629	8.13	12.30	2.98
PHLDB1	6.06	0.74	5.99	2.26	8.71	13629	8.13	12.30	3.85
KCNMB4	7.03	0.86	7.10	1.68	10.62	13629	8.13	12.30	6.33
SEC24A	7.43	0.91	7.38	3.71	11.11	13629	8.13	12.30	2.99
ZNF219	6.73	0.83	6.79	3.04	11.13	13629	8.13	12.30	3.67
SLC35A1	8.13	1.00	8.23	2.17	12.00	13629	8.13	12.31	5.53
WDR50	7.74	0.95	7.79	4.02	11.19	13629	8.12	12.31	2.78
ARNT	5.76	0.71	5.77	2.46	8.59	13629	8.12	12.31	3.49
SERF1A	6.33	0.78	6.37	2.23	9.58	13629	8.12	12.31	4.29
FLJ14001	6.72	0.83	6.74	2.83	10.56	13629	8.12	12.32	3.73
LOC440354	8.70	1.07	8.80	0.93	12.10	13629	8.12	12.32	13.07
LOC441135	5.93	0.73	5.95	2.38	9.06	13629	8.12	12.32	3.81
DKFZP564D172	7.37	0.91	7.37	1.49	10.42	13629	8.12	12.32	7.02
PVT1	5.32	0.66	5.31	2.38	7.99	13629	8.12	12.32	3.35
VPS13C	7.65	0.94	7.65	3.85	11.00	13629	8.11	12.32	2.86
GLTSCR1	6.84	0.84	6.86	2.45	10.50	13629	8.11	12.33	4.28
GALNT2	8.01	0.99	8.00	3.15	11.42	13629	8.11	12.33	3.62
MCM3	8.70	1.07	8.67	3.54	12.41	13629	8.11	12.33	3.51
MAP2K2	7.69	0.95	7.81	2.58	10.48	13629	8.11	12.33	4.05
HK1	9.53	1.17	9.68	2.88	12.87	13629	8.11	12.33	4.47
C16orf33	8.47	1.05	8.49	2.63	11.37	13629	8.11	12.33	4.32
CCNL1	9.11	1.12	9.02	4.16	13.09	13629	8.11	12.33	3.14
RAD52	7.00	0.86	7.14	3.84	10.83	13629	8.11	12.33	2.82
INPP1	8.06	0.99	8.09	2.29	12.60	13629	8.11	12.34	5.49
LOC283345	5.74	0.71	5.80	2.42	9.61	13629	8.11	12.34	3.97
SSX2IP	6.52	0.80	6.46	3.95	10.36	13629	8.10	12.34	2.62
FLJ45850	6.08	0.75	6.09	2.14	9.77	13629	8.10	12.34	4.57
MAP2K3	8.24	1.02	8.12	4.29	12.57	13629	8.10	12.34	2.93
CNN2	8.55	1.05	8.64	3.36	12.86	13629	8.10	12.34	3.82
C8orf33	7.69	0.95	7.73	2.66	10.79	13629	8.10	12.35	4.06
CD99	10.16	1.26	10.36	4.89	13.34	13629	8.10	12.35	2.73
CARF	6.96	0.86	7.03	2.60	10.55	13629	8.10	12.35	4.06
ZSCAN5	6.06	0.75	6.08	2.17	10.64	13629	8.09	12.35	4.90
COMMD10	7.83	0.97	7.93	2.82	10.47	13629	8.09	12.35	3.71
CHAF1A	6.63	0.82	6.57	2.43	9.51	13629	8.09	12.36	3.92
TTC13	7.10	0.88	7.17	2.44	10.38	13629	8.09	12.36	4.26
MDS032	6.49	0.80	6.54	2.54	11.03	13629	8.09	12.36	4.35
MCFD2	7.90	0.98	7.91	3.26	11.27	13629	8.09	12.36	3.45
FLJ10803	6.89	0.85	7.00	2.83	9.90	13629	8.09	12.36	3.50
ATG7	6.77	0.84	6.87	2.14	9.83	13629	8.09	12.36	4.60
CRLF3	8.46	1.05	8.37	4.41	12.20	13629	8.09	12.37	2.76
CASP3	7.36	0.91	7.29	2.38	10.91	13629	8.09	12.37	4.59
TMEM1	6.53	0.81	6.55	3.62	9.35	13629	8.09	12.37	2.58
OR7E47P	6.56	0.81	6.56	2.51	10.57	13629	8.09	12.37	4.21
NUMB	6.83	0.85	6.90	2.47	10.33	13629	8.08	12.37	4.18
AGC1	6.41	0.79	6.40	2.99	12.53	13629	8.08	12.37	4.19
AES	8.30	1.03	8.30	2.93	11.54	13629	8.08	12.37	3.94
ZNF211	6.80	0.84	6.86	2.51	11.08	13629	8.08	12.37	4.41
CLPP	7.94	0.98	8.05	2.41	11.63	13629	8.08	12.37	4.82
MCAM	7.69	0.95	7.62	5.07	11.87	13629	8.08	12.37	2.34
FLJ00060	5.49	0.68	5.49	2.27	9.94	13629	8.08	12.38	4.38
CDC42EP4	7.19	0.89	7.19	3.66	11.62	13629	8.08	12.38	3.18
ZNF193	6.43	0.80	6.52	2.41	10.26	13629	8.08	12.38	4.27
NSDHL	6.59	0.82	6.59	2.89	10.30	13629	8.08	12.38	3.57
FLJ11029	8.99	1.11	8.95	3.46	13.51	13629	8.08	12.38	3.91
FMO4	7.25	0.90	7.28	1.91	11.38	13629	8.07	12.39	5.95
ABHD14A	7.44	0.92	7.35	2.68	11.60	13629	8.07	12.39	4.33
FLJ23436	6.60	0.82	6.66	2.14	9.65	13629	8.07	12.39	4.52
FLJ21901	7.76	0.96	7.78	2.48	11.05	13629	8.07	12.39	4.45
CYB5R1	8.75	1.08	8.67	2.56	13.43	13629	8.07	12.39	5.25
APAF1	5.97	0.74	5.89	2.08	9.38	13629	8.07	12.39	4.51
GYS1	8.14	1.01	8.10	2.56	12.28	13629	8.07	12.39	4.79
C9orf114	6.43	0.80	6.49	2.36	10.55	13629	8.07	12.40	4.47
Mar-06	7.65	0.95	7.74	4.34	10.66	13629	8.07	12.40	2.45
JARID1A	7.53	0.93	7.50	3.41	11.31	13629	8.07	12.40	3.32
NR2C1	6.08	0.75	6.12	2.56	8.73	13629	8.07	12.40	3.41
CSK	8.61	1.07	8.55	3.38	12.07	13629	8.06	12.40	3.57
ATP9B	6.03	0.75	5.98	2.79	10.14	13629	8.06	12.40	3.64
ARFGAP3	8.17	1.01	8.22	3.22	11.49	13629	8.06	12.41	3.57
E2F4	8.45	1.05	8.59	1.58	11.61	13629	8.06	12.41	7.32
OR7E156P	6.52	0.81	6.59	2.42	11.08	13629	8.06	12.41	4.57
PPID	8.02	1.00	8.15	0.93	10.58	13629	8.06	12.41	11.43
PPP1R13B	6.83	0.85	6.90	2.32	11.18	13629	8.06	12.41	4.81
MTX2	8.08	1.00	8.29	2.08	11.11	13629	8.06	12.41	5.35
DHX29	7.62	0.95	7.75	1.89	10.83	13629	8.06	12.41	5.74
SLC39A7	6.87	0.85	6.92	2.80	10.07	13629	8.06	12.41	3.60
PRKRIP1	7.02	0.87	7.09	2.79	10.57	13629	8.06	12.41	3.79
RNGTT	6.51	0.81	6.50	4.09	11.18	13629	8.06	12.41	2.73
APEH	7.89	0.98	8.05	2.51	11.01	13629	8.05	12.42	4.38
C9orf82	7.60	0.94	7.68	2.07	11.84	13629	8.05	12.42	5.72
GAB1	5.71	0.71	5.67	2.66	8.62	13629	8.05	12.42	3.25
PGF	8.23	1.02	8.16	5.32	13.02	13629	8.05	12.42	2.45
KIAA0953	5.59	0.69	5.64	2.48	8.59	13629	8.05	12.42	3.46
CPT1A	6.77	0.84	6.83	3.91	10.06	13629	8.05	12.42	2.57
QKI	8.09	1.01	8.18	2.79	11.71	13629	8.05	12.42	4.20
FBXL5	8.41	1.04	8.48	2.68	11.62	13629	8.05	12.43	4.34
RPL5	10.79	1.34	11.23	6.02	13.12	13629	8.04	12.43	2.18
ABHD2	7.27	0.90	7.26	1.20	11.55	13629	8.04	12.43	9.61
MAN2B2	7.24	0.90	7.30	2.45	9.91	13629	8.04	12.43	4.05
DERL1	8.29	1.03	8.30	4.15	11.69	13629	8.04	12.43	2.82
MYH9	9.11	1.13	9.25	3.14	12.42	13629	8.04	12.43	3.96
DNAJC9	8.01	1.00	8.02	4.28	11.34	13629	8.04	12.44	2.65
SEMA6A	6.21	0.77	6.13	2.60	10.47	13629	8.04	12.44	4.03
IKBKAP	7.18	0.89	7.28	2.76	11.28	13629	8.04	12.44	4.09
OSBPL10	6.49	0.81	6.45	2.82	10.17	13629	8.04	12.44	3.61
ZNF187	6.32	0.79	6.38	2.10	9.53	13629	8.04	12.44	4.53
KLHDC4	6.84	0.85	6.89	2.23	11.15	13629	8.03	12.45	4.99
USP12	6.51	0.81	6.52	3.95	9.93	13629	8.03	12.46	2.51
CAPN2	9.64	1.20	9.83	3.04	12.60	13629	8.03	12.46	4.15
PHF21A	7.39	0.92	7.39	2.43	11.14	13629	8.03	12.46	4.58
SESN1	8.18	1.02	8.11	3.31	12.78	13629	8.02	12.47	3.86
IER5	8.88	1.11	8.92	2.49	12.68	13629	8.02	12.47	5.10
DHX38	6.95	0.87	7.08	2.79	9.94	13629	8.02	12.47	3.57
PCNXL2	5.61	0.70	5.55	3.19	9.59	13629	8.02	12.47	3.00
LUZP1	7.05	0.88	7.00	3.86	12.43	13629	8.01	12.48	3.22
ALS2CL	7.50	0.94	7.49	2.79	11.23	13629	8.01	12.48	4.03
HSD17B8	7.59	0.95	7.55	2.58	10.86	13629	8.01	12.48	4.20
GARNL1	6.88	0.86	6.99	3.08	9.76	13629	8.01	12.48	3.17
TRADD	7.04	0.88	7.09	3.54	11.28	13629	8.01	12.48	3.19
GPR4	5.57	0.70	5.55	2.32	9.62	13629	8.01	12.48	4.14
NARG2	7.00	0.87	7.11	2.21	9.91	13629	8.01	12.49	4.49
TESK2	6.41	0.80	6.44	2.66	9.59	13629	8.01	12.49	3.61
FOXO3A	7.78	0.97	7.75	4.27	11.70	13629	8.01	12.49	2.74
ATP8B2	6.73	0.84	6.69	2.31	9.81	13629	8.01	12.49	4.24
GPLD1	4.95	0.62	4.95	3.09	7.70	13629	8.01	12.49	2.50
NAB1	6.99	0.87	7.09	3.32	10.58	13629	8.00	12.49	3.18
SOX15	6.64	0.83	6.61	3.56	10.79	13629	8.00	12.49	3.03
ARMC7	6.92	0.87	6.95	2.53	11.26	13629	8.00	12.49	4.44
C1orf89	5.95	0.74	5.97	2.47	9.26	13629	8.00	12.50	3.75
CBR4	7.18	0.90	7.25	2.23	10.69	13629	8.00	12.50	4.80
BET1	7.82	0.98	7.93	2.56	11.97	13629	8.00	12.50	4.68
RCD-8	6.91	0.86	7.05	2.44	9.51	13629	8.00	12.50	3.89
TCF3	7.11	0.89	7.07	4.76	11.59	13629	8.00	12.50	2.44
NIF3L1	8.02	1.00	8.19	2.37	10.77	13629	8.00	12.50	4.56
CMKLR1	5.52	0.69	5.55	2.61	9.36	13629	8.00	12.50	3.59
PRNP	9.06	1.13	9.07	4.13	12.94	13629	8.00	12.50	3.13
C20orf44	7.65	0.96	7.69	2.23	10.89	13629	8.00	12.50	4.88
GPR153	7.47	0.93	7.41	3.81	11.13	13629	8.00	12.51	2.92
HECW1	6.50	0.81	6.50	2.25	10.02	13629	8.00	12.51	4.46
CCT6B	6.37	0.80	6.43	2.04	13.01	13629	7.99	12.51	6.39
SNRPD1	8.35	1.05	8.42	4.09	11.34	13629	7.99	12.51	2.77
ZNF614	5.34	0.67	5.38	2.42	8.19	13629	7.99	12.51	3.39
GSTM2	8.49	1.06	8.43	4.05	13.24	13629	7.99	12.52	3.27
ICA1	5.96	0.75	5.90	2.38	10.05	13629	7.99	12.52	4.23
ZNFN1A4	5.72	0.72	5.74	2.04	8.82	13629	7.99	12.52	4.33
KIAA0492	6.40	0.80	6.39	1.91	9.60	13629	7.99	12.52	5.02
C16orf28	6.65	0.83	6.75	2.51	9.35	13629	7.99	12.52	3.72
HECA	8.85	1.11	8.87	1.96	12.83	13629	7.98	12.52	6.53
KIAA1467	6.53	0.82	6.54	2.23	11.04	13629	7.98	12.52	4.95
ZFP161	5.75	0.72	5.79	2.56	8.08	13629	7.98	12.52	3.16
GP1BA	6.80	0.85	6.80	2.81	13.37	13629	7.98	12.53	4.76
BOP1	7.03	0.88	7.02	3.10	10.81	13629	7.98	12.53	3.48
SLC22A14	6.87	0.86	6.84	2.92	10.17	13629	7.98	12.53	3.48
ZNF200	6.64	0.83	6.75	3.32	9.57	13629	7.98	12.53	2.88
RPS8	10.55	1.32	10.98	6.15	12.78	13629	7.98	12.53	2.08
CDC2L6	7.07	0.89	7.08	2.81	11.95	13629	7.98	12.53	4.25
CACNA1I	5.80	0.73	5.77	2.93	8.88	13629	7.98	12.53	3.04
CYP2D6	5.96	0.75	5.92	2.81	11.77	13629	7.98	12.53	4.19
PFN1	10.96	1.37	11.25	2.48	14.03	13629	7.98	12.53	5.65
LGALS8	7.16	0.90	7.22	3.91	10.84	13629	7.98	12.54	2.77
DNAH3	6.83	0.86	6.76	4.38	11.70	13629	7.98	12.54	2.67
HPCAL1	8.34	1.05	8.25	5.09	12.58	13629	7.97	12.54	2.47
ASL	7.32	0.92	7.30	2.42	11.25	13629	7.97	12.54	4.64
UBE1C	8.45	1.06	8.60	2.42	11.65	13629	7.97	12.54	4.81
PRPF3	7.36	0.92	7.41	2.23	10.52	13629	7.97	12.55	4.71
USP8	7.52	0.94	7.60	1.54	10.83	13629	7.97	12.55	7.05
CEBPZ	7.85	0.99	7.96	2.35	11.25	13629	7.97	12.55	4.78
SMARCA2	7.12	0.89	7.12	3.73	10.37	13629	7.97	12.55	2.78
EDAR	6.69	0.84	6.66	2.46	10.99	13629	7.97	12.55	4.47
MOCS3	6.10	0.77	6.11	2.17	9.10	13629	7.96	12.56	4.19
MGC13098	5.53	0.69	5.54	2.89	9.02	13629	7.96	12.56	3.12
ABCG4	6.07	0.76	6.07	2.77	9.71	13629	7.96	12.56	3.51
RBM14	7.70	0.97	7.74	2.73	10.79	13629	7.96	12.56	3.95
NME4	8.63	1.08	8.67	4.06	12.08	13629	7.96	12.56	2.98
SEC23B	7.91	0.99	7.97	4.29	10.93	13629	7.96	12.57	2.55
SHMT2	8.23	1.03	8.24	3.78	11.55	13629	7.96	12.57	3.05
ABO	5.02	0.63	5.02	2.56	7.98	13629	7.96	12.57	3.12
CIC	7.57	0.95	7.58	2.17	11.25	13629	7.96	12.57	5.18
AUH	7.71	0.97	7.70	2.56	11.48	13629	7.96	12.57	4.48
CYP2C9	5.69	0.72	5.69	3.17	12.44	13629	7.96	12.57	3.92
C7orf25	5.83	0.73	5.92	2.41	8.44	13629	7.95	12.57	3.51
FAM62A	8.45	1.06	8.54	3.14	12.89	13629	7.95	12.57	4.11
IFITM2	10.73	1.35	10.92	3.20	14.03	13629	7.95	12.57	4.38
LOC401210	6.67	0.84	6.77	1.54	10.24	13629	7.95	12.57	6.66
ZNF307	6.26	0.79	6.32	2.42	9.07	13629	7.95	12.58	3.75
HCRP1	6.14	0.77	6.06	2.09	10.15	13629	7.95	12.58	4.86
FUT2	6.25	0.79	6.21	2.38	10.51	13629	7.95	12.59	4.42
DHPS	7.41	0.93	7.43	2.82	10.63	13629	7.94	12.59	3.77
RGS3	6.84	0.86	6.84	2.83	10.81	13629	7.94	12.59	3.82
LRCH4	7.25	0.91	7.01	4.15	10.41	13629	7.94	12.59	2.51
PRO1843	7.81	0.98	7.78	1.54	11.99	13629	7.94	12.59	7.81
COIL	6.98	0.88	7.09	2.85	10.61	13629	7.94	12.59	3.72
MOAP1	8.60	1.08	8.54	2.25	12.31	13629	7.94	12.59	5.46
KIAA1718	7.59	0.96	7.58	3.04	11.08	13629	7.94	12.60	3.65
FLJ10379	6.84	0.86	6.97	2.44	10.11	13629	7.94	12.60	4.14
PDE4C	8.62	1.09	8.61	5.50	13.26	13629	7.94	12.60	2.41
MASP2	5.32	0.67	5.28	2.98	9.40	13629	7.94	12.60	3.16
CFLAR	7.76	0.98	7.58	5.02	11.38	13629	7.94	12.60	2.26
C6orf35	6.53	0.82	6.60	2.37	9.46	13629	7.93	12.60	4.00
CHST10	7.30	0.92	7.36	3.08	10.89	13629	7.93	12.61	3.53
VPS13B	6.49	0.82	6.55	2.94	10.39	13629	7.93	12.61	3.53
MRLC2	9.63	1.21	9.87	5.15	12.40	13629	7.93	12.61	2.41
POLE	7.06	0.89	7.12	2.68	10.55	13629	7.92	12.62	3.94
UBXD6	6.74	0.85	6.84	2.18	11.90	13629	7.92	12.62	5.45
PSG1	5.03	0.64	4.97	2.79	12.58	13629	7.92	12.62	4.52
RNPEPL1	7.04	0.89	7.07	2.81	10.18	13629	7.92	12.62	3.62
SC5DL	7.41	0.93	7.34	3.11	11.17	13629	7.92	12.62	3.59
C5orf5	7.84	0.99	7.86	2.80	11.49	13629	7.92	12.63	4.11
TXNRD3	6.09	0.77	6.14	2.82	10.50	13629	7.92	12.63	3.72
SNAPC4	6.64	0.84	6.64	2.04	9.84	13629	7.92	12.63	4.84
CIZ1	7.14	0.90	7.25	3.47	9.95	13629	7.92	12.63	2.87
HBS1L	7.09	0.90	7.15	3.61	10.83	13629	7.92	12.63	3.00
ADRBK1	7.43	0.94	7.34	4.16	11.25	13629	7.91	12.64	2.71
D15F37	8.32	1.05	8.35	2.32	12.18	13629	7.91	12.64	5.25
RFXANK	7.58	0.96	7.66	2.23	11.43	13629	7.91	12.64	5.12
PCDHGB5	6.55	0.83	6.57	2.60	9.73	13629	7.91	12.64	3.74
RCC1	7.23	0.91	7.17	3.74	10.63	13629	7.91	12.64	2.84
ATP13A3	7.52	0.95	7.48	3.51	10.87	13629	7.91	12.65	3.10
C9orf132	8.16	1.03	8.16	2.93	11.95	13629	7.91	12.65	4.08
MBNL1	8.71	1.10	8.76	4.39	11.77	13629	7.90	12.65	2.68
MGC3265	7.40	0.94	7.41	2.81	10.97	13629	7.90	12.65	3.91
PKN2	7.19	0.91	7.25	3.47	10.16	13629	7.90	12.65	2.93
ATF7IP	6.12	0.77	6.20	2.99	9.11	13629	7.90	12.66	3.05
ZDHHC4	7.60	0.96	7.73	2.25	10.74	13629	7.90	12.66	4.77
USP22	7.72	0.98	7.91	4.15	10.96	13629	7.90	12.66	2.64
IQWD1	8.13	1.03	8.11	2.45	13.22	13629	7.90	12.66	5.39
GSTM1	8.06	1.02	7.99	3.42	13.12	13629	7.90	12.66	3.84
SCO2	7.75	0.98	7.75	2.63	12.45	13629	7.90	12.66	4.73
RAD51L3	6.21	0.79	6.24	1.85	10.24	13629	7.90	12.67	5.54
ATP6V0A2	5.67	0.72	5.69	3.00	9.09	13629	7.89	12.67	3.03
CLPTM1	8.01	1.02	8.14	3.09	11.51	13629	7.89	12.67	3.73
CRSP6	7.54	0.96	7.64	2.23	10.60	13629	7.89	12.67	4.75
C8orf60	6.96	0.88	6.94	2.32	11.68	13629	7.89	12.67	5.03
TRMT1	6.47	0.82	6.48	2.83	10.72	13629	7.89	12.67	3.79
ANAPC13	8.64	1.09	8.95	4.56	10.97	13629	7.89	12.68	2.40
ZNF117	6.82	0.86	6.87	2.21	11.37	13629	7.89	12.68	5.14
RBKS	6.56	0.83	6.52	2.81	9.96	13629	7.89	12.68	3.54
CANT1	8.18	1.04	8.15	3.25	12.23	13629	7.89	12.68	3.76
C8orf32	7.14	0.90	7.21	2.28	10.19	13629	7.89	12.68	4.47
SSH3	6.98	0.89	7.00	3.10	10.84	13629	7.88	12.68	3.50
TMCC1	6.76	0.86	6.80	3.15	10.39	13629	7.88	12.68	3.29
ZNF264	7.27	0.92	7.29	2.40	11.03	13629	7.88	12.68	4.59
C1orf166	7.34	0.93	7.30	2.19	10.46	13629	7.88	12.68	4.77
PIP5K2C	7.98	1.01	8.11	3.05	12.43	13629	7.88	12.69	4.07
KCNJ14	5.76	0.73	5.78	2.29	9.50	13629	7.88	12.69	4.14
RANGAP1	7.37	0.94	7.35	3.67	10.34	13629	7.88	12.69	2.82
PAXIP1	7.57	0.96	7.67	2.66	10.90	13629	7.88	12.69	4.11
UBL3	8.29	1.05	8.33	3.79	11.84	13629	7.88	12.69	3.13
PPIF	8.60	1.09	8.60	3.82	12.80	13629	7.88	12.69	3.35
FLJ21127	7.28	0.92	7.28	2.04	10.97	13629	7.88	12.69	5.39
TRIM10	5.66	0.72	5.67	3.04	11.25	13629	7.88	12.69	3.70
IL9R	5.71	0.73	5.69	2.28	10.65	13629	7.88	12.69	4.66
CYP3A4	5.89	0.75	5.84	2.77	12.98	13629	7.88	12.69	4.69
KIAA1109	6.73	0.85	6.72	3.55	9.79	13629	7.88	12.69	2.76
TCEB1	8.52	1.08	8.69	3.74	13.16	13629	7.88	12.69	3.51
B4GALT1	6.58	0.84	6.47	3.43	11.19	13629	7.88	12.70	3.26
EIF4G3	6.45	0.82	6.57	3.45	9.52	13629	7.88	12.70	2.76
PRR5	6.78	0.86	6.86	2.83	10.52	13629	7.87	12.70	3.72
LOH11CR2A	7.01	0.89	7.06	3.16	12.57	13629	7.87	12.70	3.98
SLC2A1	7.49	0.95	7.38	4.11	12.04	13629	7.87	12.70	2.93
FADD	7.55	0.96	7.58	2.70	11.77	13629	7.87	12.71	4.36
